Name,Case Number,City,States & Territories,Date Filed,Region Assigned,Status,Date Closed,Reason Closed,No. of Eligible Voters,No. of Employees,Certified Representative,Unit Sought
"Bradken, Inc.",19-RC-260095,Tacoma,WA,5/6/20,"Region 19, Seattle, Washington",Closed,8/6/20,Certification of Results,3,6,,"Included:  All full-time and permanent part-time Truck Drivers, Weld Cage, Weld Cage Assistants, and Warehouse Material Handlers.

Excluded:  Managers, Supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act."
"QUICKWAY TRANSPORTATION, INC.",09-RC-260036,Louisville,KY,5/6/20,"Region 09, Cincinnati, Ohio",Closed,7/28/20,Certification of Results,5,4,,"Included: All full time dispatchers. Excluded: All office clerical employees, temporary employees, casual employees,  professional employees, guards, and supervisors as defined in the Act."
Delta Gases,14-RC-260021,Maryland Heights,MO,5/6/20,"Region 14, Saint Louis, Missouri",Closed,7/24/20,Certific. of Representative,6,8,Congress of Independent Unions,"Included: Customer Service representatives,Salespeople,Warehouse Employees, Maintenance Employees, Quality Assurance Employees, Clerical Employees, Technicians,Production Employees, Transportation Employees, Assistants Excluded: Drivers, Guards, and Supervises defined under the Act"
Vassar Brothers Medical Center,03-RC-260014,Poughkeepsie,NY,5/6/20,"Region 03, Buffalo, New York",Closed,6/1/20,Withdrawal Non-adjusted,,32,,"Included: All full time and regular part time, including per diem, social workers employed at Vassar Brothers Medical Center, including lead social worker, social work case managers, and unlicensed case managers, as residual titles to the existing collective bargaining unit currently represented by 1199SEIU United Healthcare Workers East.

Excluded: All other employees, Registered Nurses, RN Case Managers, guards, and supervisors as defined in the act."
Providence St. Mary Medical Center,19-RC-259983,Walla Walla,WA,5/5/20,"Region 19, Seattle, Washington",Closed,7/23/20,Certification of Results,229,200,,"Included: All full-time, regular part-time, and per diem nonprofessional employees and nonprofessional lead employees employed by the Employer at its 401 W Poplar St, Walla Walla, Washington facility in the following classifications: Anesthesia Technicians, Central Services Technicians, Certified Nursing Assistants, Cooks, Dietary Aides, Emergency Department Technicians, Food Service Workers, Environmental Services Technicians, EKG Technicians, Endoscopy Technicians, Health Unit Secretaries, Imaging Assistants, Laboratory Assistant/Phlebotomists, Monitor Technicians, Rehab Aides, Respiratory Therapy Assistants, Sterile Processing Technicians, and Telemetry Technicians. 

Excluded: Excluding all other employees, employees represented by other labor organizations, professional employees, technical employees, clerical employees, managerial employees, confidential employees, and guards and supervisors as defined by the Act."
Hallets Cove Condominium,29-RC-259959,Mineola,NY,5/5/20,"Region 29, Brooklyn, New York",Closed,5/27/20,Withdrawal Non-adjusted,,6,,"lncluded: All full-time and regular part{ime porters, doorpersons, weekend porters, weekend doorpersons,
concierges and superintendents employed at 30-85 Vernon Boulevard, Astoria, New York 1 1 107
Excluded:411 office clerical employees, professional employees, managers, guards and supervisors as defined in the Act"
Deer Park Volunteer Ambulance,19-RC-259928,Deer Park,WA,5/4/20,"Region 19, Seattle, Washington",Closed,6/30/20,Certific. of Representative,7,7,Teamsters Local Union No. 690 affiliated with the International Brotherhood of Teamsters,"Included:  All paid Emergency Medical Technicians and Paramedics. 

Excluded: Volunteers."
"Elplast America, Inc.",18-RC-259917,Marion,IA,5/4/20,"Region 18, Minneapolis, Minnesota",Closed,7/22/20,Certific. of Representative,12,17,"District Lodge 8, International Association of Machinists & Aerospace Workers, AFL-CIO","Included: All full-time and regular part-time Production and Maintenance employees including qulity, and warehouse workers and leads, employed by the employer at their 795 Enterprise Drive, Marion, Iowa location. Excluded: All other employees including office clerical employees, professional employees, managerial employees, guards and supervisors, as defined by the Act, as amended."
Valley Haven,06-RD-260080,Wellsburg,WV,5/4/20,"Region 06, Pittsburgh, Pennsylvania",Closed,9/8/20,Withdrawal Non-adjusted,,26,,"Included: Dietary - Laundry - NA - restorative aide - maintenance workers.
Excluded: CEO - (Hk, laundry, maintenance supervisors) - (Office, clerical employees) LPN - DON - ADON - Food Service Supervisor - RN."
"Safe Passage, Inc.",01-RC-259897,Northampton,MA,5/4/20,"Region 01, Boston, Massachusetts",Closed,7/6/20,Certific. of Representative,22,27,United Auto Workers Local 2322,"Included: All full time and regular part-time Community Engagement Coordinator, Development & Special Events Coordinators, Disabilities Services Counselor/Advocate & Hotline Coordinators, Donor Relations Specialists, First Contact specialists, Latinx & Immigrant Counselor Advocates, Latinx & Immigrant Outreach Coordinators, Legal Programs Directors, LGBTQ+ Counselor/Advocates, Mental Health Counselor/Advocate, Outreach Coordinators, Prevention Coordinators, Shelter Advocates, Shelter Children, Youth, and Family Advocates, Shelter Coordinators, Shelter Relief Staff, Shelter Staff, Transgender Non-binary and Gender Non-conforming Outreach Advocates, Youth Prevention Specialists Excluded: Accounting Manager, Associate Executive Director, Community Programs Director, Director of Community Engagement, Executive Assistant, Executive Director, Finance Director, Programs Manager, Shelter Director"
"Remington Lodging & Hospitality, LLC d/b/a Courtyard by Marriott Oakland Airport",32-RC-259953,Oakland,CA,5/4/20,"Region 32, Oakland, California",Closed,10/28/20,Withdrawal Non-adjusted,,51,,"Included: All regular pat-time and full-time housekeepers, housepersons, laundry, front desk agents, shuttle drivers, bartenders, cooks, servers, dishwashers, bistro attendants, and engineering/maintenance employees of the Employer at its operations at 350 Hegenberger Rd, Oakland, CA.

Excluded: guards, office clericals, managers and statutory supervisors."
Inside Higher Ed Inc.,05-RC-259860,Washington,DC,5/1/20,"Region 05, Baltimore, Maryland",Closed,5/8/20,Withdrawal Non-adjusted,,12,,"Included:  All full-time and regular part-time editorial and technology employees employed by the Employer; Excluded: All other employees, including all managers, guards, and supervisors as defined by the Act"
Allied Universal Security Services,04-RD-259885,Philadelphia,PA,5/1/20,"Region 04, Philadelphia, Pennsylvania",Closed,5/11/20,Withdrawal Non-adjusted,,240,,"Included: Full-time and regular part-time security officers who are employed at the Philadelphia Museum of Art
Excluded:  Managers, supervisors, professionals, confidential employees, non-security .officer employees and clericals.







"
"Moran New York/New Jersey, a Division of Moran Towing Corporation.",29-RD-259840,Staten Island,NY,5/1/20,"Region 29, Brooklyn, New York",Closed,9/11/20,Certific. of Representative,168,192," International Organization of Masters Mates & Pilots, ILA/AFL-CIO","Included: Mates, Chief Mates, Chief Engineers and AB/OS Deadhands employed by the Employer and based out of the Employer's facility located at 2015 Richmond Terrace, Staten Island, New York. Excluded: All other employees, including Captains, office clerical workers, guards and supervisors as defined by the Act."
"North American Security, Inc.",05-RC-259827,Colora,MD,4/30/20,"Region 05, Baltimore, Maryland",Closed,5/8/20,Withdrawal Non-adjusted,,65,,"Included:  Armed and unarmed officers and sergeants; Excluded:  Clerical employees, Lieutenants, captains, and majors
"
Roseland Community Hospital,13-RC-259788,Chicago,IL,4/30/20,"Region 13, Chicago, Illinois",Closed,7/21/20,Certific. of Representative,14,18,Service Employees International Union (SEIU) Healthcare Illinois & Indiana,"Included: All full-time & part-time Mental Health Associates and Intake Coordinators to be represented in the existing unit as defined in the collective bargaining agreement between the Petitioner & Employer (see accompanying unit description) Excluded: All confidential employees, managerial employees, guards, and supervisors as defined by the Act."
Wedriveu America LLC,13-RC-259782,Chicago,IL,4/29/20,"Region 13, Chicago, Illinois",Closed,6/24/20,Certific. of Representative,38,37,Teamsters Local 727,"Included: All full time, regular part time, and trainee shuttle drivers. Excluded: All office, clerical employees, guards, professional employees and supervisors as defined by the Act."
Zeigler Lincolnwood LLC,13-RD-259731,Lincolnwood,IL,4/29/20,"Region 13, Chicago, Illinois",Closed,5/5/20,Withdrawal Non-adjusted,,5,,"Included:  Regular full time and regular part time utility employees, garage attendants, drivers, stockroom attendants, 
Excluded:  Technicians, guards, and supervisors as defined in the Act."
Providence Health and Services dba Providence Centralia Hospital,19-RC-259709,Centralia,WA,4/28/20,"Region 19, Seattle, Washington",Closed,7/7/20,Certific. of Representative,80,100,United Food and Commercial Workers Local 21 affiliated with the United Food and Commercial Workers International Union,"Included: All full-time, regular part-time, and per diem technical employees and technical lead employees employed by the Employer at its 914 S Scheuber Rd, Centralia, Washington facility in the following classifications: Cardiovascular Technicians, CT Technicians, Echo Technicians, Interventional Radiology Technicians, Mammography Technicians, MRI Technicians, Pharmacy Technicians, Radiology Technicians, Respiratory Therapists, Surgical Technicians, Ultrasound Sonographers, and X-Ray Technicians. 

Excluded: Excluding all other employees, employees represented by other labor organizations, professional employees, clerical employees, managerial employees, confidential employees, and guards and supervisors as defined by the Act."
Providence Health and Services dba Providence Centralia Hospital,19-RC-259705,Centralia,WA,4/28/20,"Region 19, Seattle, Washington",Closed,7/7/20,Certific. of Representative,170,160,United Food and Commercial Workers Local 21 affiliated with United Food and Commercial Workers International Union,"Included: All full-time, regular part-time, and per diem nonprofessional employees and nonprofessional lead employees employed by the Employer at its 914 S Scheuber Rd, Centralia, Washington facility in the following classifications: Anesthesia Technicians, Central Services Technicians, Certified Nursing Assistants, Cooks, Dietary Aides, Emergency Department Technicians, Food Service Workers, Environmental Services Technicians, EKG Technicians, Endoscopy Technicians, Health Unit Secretaries, Imaging Assistants, Laboratory Assistant/Phlebotomists, Monitor Technicians, Rehab Aides, Respiratory Therapy Assistants, Sterile Processing Technicians, and Telemetry Technicians. 

Excluded: Excluding all other employees, employees represented by other labor organizations, professional employees, technical employees, clerical employees, managerial employees, confidential employees, and guards and supervisors as defined by the Act."
"Beaumont Hospital Royal Oak and Mednax, Inc.",07-RC-259725,Detroit,MI,4/28/20,"Region 07, Detroit, Michigan",Closed,5/20/20,Withdrawal Non-adjusted,,153,,"Included: All Full, Part time and Contingent CRNAs employed at Beaumont Royal Oak

Excluded: All other employees"
"Shorelands Construction, Inc.",22-RC-259714,Monmouth Beach,NJ,4/28/20,"Region 22, Newark, New Jersey",Closed,7/13/20,Certific. of Representative,4,11,New Jersey Building Laborers District Council,"Included: All full time and regular part time Building Construction Laborers employed by the Employer in the State of New Jersey.
Excluded: all other trade workers and excluding office clerical employees, project managers, project superintendents, project supervisors, supervisors.guards and all other employees."
KERRY INC.,16-RC-259638,Fort Worth,TX,4/27/20,"Region 16, Fort Worth, Texas",Closed,7/1/20,Certification of Results,184,190,,"Included:  All full time and regular part time employees at the facility, production, line leads, QA's maintenance,  warehouse, shipping and receiving.

Excluded:  All other employees, temporary employees, guards, office clerical, and supervisors as defined in the Act."
Calspan Corporation,03-RD-259603,Cheektowaga,NY,4/27/20,"Region 03, Buffalo, New York",Closed,9/10/20,Certification of Results,22,27,,"Included:  Development and maintenance employees.

Excluded:  Training school, graduate or undergraduate students, graduate or undergraduate studend employees, office clerical, professional & engineering, watchmen, guards and supervisors & employees."
"Ferrellgas, Inc.",19-RC-259640,Kennewick,WA,4/24/20,"Region 19, Seattle, Washington",Closed,7/22/20,Certific. of Representative,6,5,International Brotherhood of Teamsters Local Union 839,"Included: Full-Time and Part-Time Drivers, Dock Workers and Service Techs.  

Excluded:  Office Staff, Service Technicians, Supervisors, Managers,
and all other employees."
"AVI Foodsystems, Inc.",25-RC-259612,Seymour,IN,4/24/20,"Region 25, Indianapolis, Indiana",Closed,2/1/21,Certification of Results,24,18,Teamsters Local Union No. 135,"Included: All full-time and regular part-time warehouse employees, vending route drivers, vending delivery/ route
drivers, delivery route drivers and general floaters employed by the Employer at its Seymour, Indiana facility;
BUT EXCLUDING all office clerical employees, professional employees, customer service attendants, dispatchers, sales representatives, vending install technicians, maintenance employees, mechanics, guards and supervisors as defined in the Act, and all other employees."
