Name,"Case Number",City,"States & Territories","Date Filed","Region Assigned",Status,"Date Closed","Reason Closed","No. of Eligible Voters","No. of Employees","Certified Representative","Unit Sought"
"Sutter Bay Medical Foundation dba Palo Alto Medical Foundation",32-RD-271496,Sunnyvale,CA,01/16/2021,"Region 32, Oakland, California",Closed,03/05/2021,"Certific. of Representative",30,30,"Engineers & Scientists of California Local 20 IFPTE","Included: All full-time, part-time and per diem registered nurses working in infusion oncology and all other hematology departments working for the Employer at 301 Old San Francisco Road, Sunnyvale, CA 94086 and 701 E. El Camino Real, Mountain View, CA 94040.

Excluded: All other employees."
"Hussmann Services Corporation",27-RC-271418,Denver,CO,01/15/2021,"Region 27, Denver, Colorado",Closed,04/27/2022,"Certification of Results",19,19,"Pipefitters Local 208, United Association of Journeymen and Apprentices of the Plumbing and Pipe Fitting Industry of the United States and Canada, AFL-CIO","Included: All full-time and regular part-time Commercial Refrigeration Service Technicians employed by the Employer at its Colorado facilities in Colorado Springs, Denver and Grand Junction. Excluded: All other employees, managerial employees, guards and supervisors within the meaning of the Act."
"First Transit, Inc.",06-RC-271401,Houston,PA,01/15/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,03/02/2021,"Certific. of Representative",5,5,"Amalgamated Transit Union Local 1743","Included: All full-time and regular part-time dispatchers employed by Employer at or out of its facility currently located at Houston, PA. Excluded: All other employees, guards, and supervisors as defined by the Act."
"HSS Inc.",27-RC-271407,Denver,CO,01/15/2021,"Region 27, Denver, Colorado",Closed,04/12/2021,"Certific. of Representative",261,260,"Law Enforcement Officers Security Unions LEOSU-CA, LEOS-PBA","Included: All full-time and regular part-time security officers, including total queue management (TQM), performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, employed by the Employer at Denver International Airport. Excludes: 6"
"Pablo Management, LLC",18-RC-271427,"Eau Claire",WI,01/15/2021,"Region 18, Minneapolis, Minnesota",Closed,03/15/2021,"Certific. of Representative",2,2,"International Brotherhood of Electrical Workers Local Union 953","Included: All regular full-time and regular part-time Maintenance Technicians/Specialists Excluded: Clerical, Guards, Supervisors, and others defined by the Act"
"Drexel University",04-RC-271435,Philadelphia,PA,01/15/2021,"Region 04, Philadelphia, Pennsylvania",Closed,04/12/2021,"Certific. of Representative",18,18,"TEAMSTERS UNION LOCAL NO. 115 a/w INTERNATIONAL BROTHERHOOD OF TEAMSTERS","Included:  All full-time Residential Desk Coordinators (""RDC"") employed by the Employer at its University City and Center City campuses.

Excluded:  All full-time and regular part-time students, supervisors, guards as defined in the Act, and all other full-time and regular part-time employees employed by the employer at its University City and Center City campuses."
"American Security Programs, Inc.",05-UD-271469,Washington,DC,01/15/2021,"Region 05, Baltimore, Maryland",Closed,03/12/2021,"Certification of Results",53,50,,"Included:  All full-time and regular part-time security officers employed by the Employer at the Patriot Plaza I and II buildings currently located at 395 &375 E Street, S.W., Washington, DC.
 
Excluded:  All office clerical employees, managerial employees, and supervisors as defined in the Act."
"Holistic Industries Inc., d/b/a Liberty Cannabis",01-RC-271391,Springfield,MA,01/14/2021,"Region 01, Boston, Massachusetts",Closed,03/23/2021,"Certification of Results",12,9,,"All full-time and regular part-time employees employed by Liberty Dispensary 
in Springfield, MA

Excluded:
Security Guards, Confidential Employees, managerial employees, supervisors and guard as defined in the Act."
"St. Vincent Charity Medical Center",08-RD-271371,Cleveland,OH,01/14/2021,"Region 08, Cleveland, Ohio",Closed,04/06/2021,"Certification of Results",31,31,,"All full time and PRN Unarmed Security Officers performing statutory guard duties and excluding office clerical employees, professional employees and supervisors as defined in the Act."
"South Shore Hospital",13-RC-271408,Chicago,IL,01/14/2021,"Region 13, Chicago, Illinois",Closed,03/25/2021,"Certification of Results",8,8,,"Included:  All full-time and regular part-time skilled maintenance workers working for South Shore Hospital located at 8012 South Crandon Avenue, Chicago, IL 60617.

Excluded:  Office clerical, professional employees, managers, guards and supervisors as defined by the Act.










"
"Performance Food Group, Inc. d/b/a Performance Foodservice",07-RC-271399,Warren,MI,01/14/2021,"Region 07, Detroit, Michigan",Closed,05/17/2021,"Certification of Results",48,35,"Local 337, International Brotherhood of Teamsters (IBT)","Included: All Full-time and Part-time Warren Drivers

Excluded: All Office Personnel, Supervisors, Guards as defined in the Act. Also all satellite
drivers who do not run out of the Warren location"
"OLD PLANTERS OF CAPE ANN, INC. d/b/a CAPE ANN CANNABIS",01-RC-271354,Newburyport,MA,01/14/2021,"Region 01, Boston, Massachusetts",Closed,03/23/2021,"Certification of Results",10,9,"UNITED FOOD AND COMMERCIAL WORKERS UNION LOCAL 1445","All Full-Time and regular part-time employees of Cape Ann Cannabis employed at the Employer's dispensary in Rowley, MA."
"GHG Management, LLC d/b/a Windy City Cannabis",13-RC-271360,Chicago,IL,01/14/2021,"Region 13, Chicago, Illinois",Closed,04/21/2022,"Certific. of Representative",29,33,"United Food and Commercial Workers Local 881",
"Emerge Solutions Group, LLC",28-RC-271442,"Las Vegas",NV,01/14/2021,"Region 28, Phoenix, Arizona",Closed,03/25/2021,"Certific. of Representative",6,4,"International Association of Machinists and Aerospace Workers, Local Lodge SC711, AFL-CIO","INCLUDED:  All full-time, regular part-time, on-call pharmacy technicians, healthcare medical staff, and medical office clerks employed by the Employer at its facility located on Nellis Air Force Base, Las Vegas, NV

EXCLUDED:  Managers, supervisors, pharmacists, and all other employees including professional employees, managerial employees, guards, supervisors and other employees as defined by the Act.
"
"Lakeview Healthcare & Rehabilitation Center",06-RC-271332,Smethport,PA,01/13/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,02/02/2021,"Withdrawal Non-adjusted",,3,,"Included: All full-time and regular part-time Licensed Practical Nurses (LPN's)
Excluded: All other employees, guards and supervisors as defined in the Act."
"13th Avenue Supermarket LLC d/b/a Gourmet Glatt",29-RC-271363,Brooklyn,NY,01/13/2021,"Region 29, Brooklyn, New York",Closed,08/09/2021,"Certific. of Representative",72,85,"Local 713 International Brotherhood of Trade Unions, UMD, ILA","Included: All full-time and regular part-time employees employed by the Employer at its facility located at 1274 39th Street, Brooklyn New York.

Excluded: Individuals working in the meat department including butchers, meat cutters, poultry workers, wrappers and utility clerks, office cleaners, office clericals, managers, guards, and supervisors as defined by Section 2(11) of the Act."
"Lakeview Healthcare & Rehabilitation Center",06-RC-271337,Smethport,PA,01/13/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,02/02/2021,"Withdrawal Non-adjusted",,27,,"Included: All full-time and regular part-time Certified Nurse Assistants
(CNAs), Non-Certified Nurse Aides, Dietary Aides , Cooks and
Housekeepers

Excluded: All other employees, including professional employees, guards and
supervisors defined in the Act"
"Airway LLC",04-RC-271327,Philadelphia,PA,01/13/2021,"Region 04, Philadelphia, Pennsylvania",Closed,02/24/2021,"Withdrawal Non-adjusted",,25,,"Included: All full-time and regular part-time employees employed by the Employer at the Philadelphia International Airport performing airport related services.

Excluded: All other employees not described above, employees represented by another union, food service employees, engineers, retail employees, office employees, confidential employees, managers, security guards and supervisors as defined in the Act."
"Technica LLC",31-RC-271374,Barstow,CA,01/13/2021,"Region 31, Los Angeles, California",Closed,03/08/2021,"Certification of Results",,2,,"INCLUDED: All Motor Vehicle Mechanics employed by the Employer operating out of the Marine Corps Logistics Base in Barstow, CA.

EXCLUDED: All other employees, office clerical and confidential employees, guards and Supervisors as defined by the Act, as amended."
"Wintonbury Care Center, LLC d/b/a Touchpoints at Bloomfield",01-RC-271316,Bloomfield,CT,01/13/2021,"Region 01, Boston, Massachusetts",Closed,04/08/2021,"Certific. of Representative",18,17,"NEW ENGLAND HEALTH CARE EMPLOYEES UNION, DISTRICT 1199, SEIU","Included: All ft, regular pt and per diem Registered Nurses (RNs) Licensed Practical Nurses (LPN).
Excluded: All other employees, supervisors as managers as defined by the Act."
"MaineHealth d/b/a Maine Medical Center",01-RC-271255,Portland,ME,01/12/2021,"Region 01, Boston, Massachusetts",Closed,05/10/2021,"Certific. of Representative",1962,1600,"MAINE STATE NURSES ASSOCIATION/NATIONAL NURSES ORGANIZING COMMITTEE/ NATIONAL NURSES UNITED, AMERICAN FEDERATION OF LABOR AND CONGRESS OF INDUSTRIAL ORGANIZATIONS (AFL-CIO)","Included:

All full-time, regular part-time, and per diem registered nurses employed by the Employer at its facility located at 22 Bramhall Street, Portland, Maine 04102.


Excluded:

All other employees, including RNs employed by other entities, registries or agencies providing outside labor to the Employer, office clerical employees, nurse administrators, managerial employees, confidential employees, guards, and supervisors within the meaning of the Act.


Eligibility date is pay period ending January 9, 2021.

Per diem/floater/casual RNs are eligible if they have regularly averaged four hours or more per week in the 13 weeks before the January 9, 2021 eligibility date.
"
"Sustainable Living Innovations",19-RC-271306,Tacoma,WA,01/12/2021,"Region 19, Seattle, Washington",Closed,02/18/2021,"Withdrawal Non-adjusted",,14,,"Included: 

Full-time and regular part-time assembly technicians, forklift drivers, welding technicians, and all other related production employees.

Excluded: 

Statutory exclusions."
"D. Daniels Contracting Ltd.",29-RC-271259,Inwood,NY,01/12/2021,"Region 29, Brooklyn, New York",Closed,01/20/2022,"Withdrawal Non-adjusted",,15,,"Included: Mechanics, drivers, helpers. Excluded: Clerical employees, guards, supervisors"
"Korean Resource Center, Inc.",31-RC-271281,"Los Angeles",CA,01/12/2021,"Region 31, Los Angeles, California",Closed,03/11/2021,"Certific. of Representative",16,16,"International Association of Machinists and Aerospace Workers, District Lodge 947","Included: All full-time and regular part-time Office Managers, Service Managers, Social Service Coordinators, Communication Managers, Outreach Service Managers, Service Assistant Managers, Legal Service Managers, Organizing Managers, Housing Service Managers, Service Coordinators, Social Services Coordinators, Civic Engagement Coordinators, Legal Services Coordinators and High School Organizer.

 Excluded: All managers, guards and supervisors as defined by the Act."
"Serco Inc.",21-RC-271279,Fullerton,CA,01/12/2021,"Region 21, Los Angeles, California",Closed,03/02/2021,"Certific. of Representative",4,4,"National Air Traffic Controllers Association, AFL-CIO (NATCA)","Included: All full-time and regular part-time air traffic control specialists employed by the Employer at the Fullerton Municipal Airport Air Traffic Control Tower (FUL). 

Excluded: All other employees, managers, and guards and supervisors as defined by the Act."
"Sistersville Haven Limited Partnership dba Sistersville Center",06-RC-271256,Sistersville,WV,01/11/2021,"Region 06, Pittsburgh, Pennsylvania",Closed,03/09/2021,"Certific. of Representative",6,6,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial and Service Workers International Union, AFL-CIO/CLC (United Steelworkers)","Six (6) LPN’s employed by Sistersville Haven Limited Partnership dba Sistersville Center, at its Sisterville, WV nursing home, seek to be included in the existing bargaining unit at the facility certified in Case No. 6-RC-10050 of approximately 42 employees for,
“All regular full-time and regular part-time Maintenance and Housekeeping Employees, Orderlies, Dietary Cook and Aides, Laundry, Nursing Assistants (including Geriatric Nurse Aide Specialists), and Restorative Aides excluding all office clerical and confidential employees, department managers, guards, professional employees or supervisors as defined in the National Labor Relations Act “"
